,name,twitter handle,id,followers,bio,influence score,bio_clean,instagram
99,Victor Cortes,migxel21,72461031,657,"Hincha de Colo Colo, Santiago, 2 hijos y 1 princesa los amo mucho.
mi instagram:  migxelinhoandrew",22,"Hincha de Colo Colo  Santiago  2 hijos y 1 princesa los amo mucho.
mi instagram   migxelinhoandrew",@migxelinhoandrew
100,칠레 유애나☆Uaena Chilena🇨🇱,uaenachilena,1434099482,452,"IU es nuestro hobbie💜My hobbie is #IU #아이유
Fans de IU en chile|칠레 유애나|chilean uaena 🇨🇱
Traduciendo contenido de IU al español
Buscanos en instagram",22,"IU es nuestro hobbie My hobbie is  IU   
Fans de IU en chile     chilean uaena  
Traduciendo contenido de IU al español
Buscanos en instagram",@buscanos
101,El Príncipe 👑💎,Aledivecciolo,124215932,2190,"Fuma 👉🏼🍁👈🏼👽 coje 👉🏼👌🏼😈 y bebe 🍻🍷🍹 que la vida es breve ✌🏼
Sigueme en IG @aledivecciolo
•Chileno/Italiano
•29 años
•Geminiano
•HairStylist",22,"Fuma   coje   y bebe   que la vida es breve  
Sigueme en IG @aledivecciolo
 Chileno Italiano
 29 años
 Geminiano
 HairStylist",@aledivecciolo
102,Anyelo Henríquez,AnyeloBreak,3349791849,237,"hola, follow me?:3... jjeje 
musica♠&baile❤
~Breakdance❤~Amigos✌~Viajes✈~Diversión☺~
ⓑⓑⓞⓨ✌ instagram: _Anyelohenriquez_✌Sígueme&tesigo",22,"hola  follow me  3... jjeje 
musica  baile 
 Breakdance  Amigos  Viajes  Diversión  
  instagram  _Anyelohenriquez_ Sígueme tesigo",@_anyelohenriquez_
103,Fabiana vergara,FabianaFrnandez,135232626,1722,23 ✌  Insta/Snap: fabianafrnandez,22,23    Insta Snap  fabianafrnandez,NaN
104,Mz,bastianmunoza,316250464,171,"Realizador Audiovisual | Técnico en Sonido.
Insta @bastianmz",22,"Realizador Audiovisual   Técnico en Sonido.
Insta @bastianmz",@bastianmz
105,Marcelo Rubilar Almonacid,mcrubilar,111879049,103,Instagram: @marce_rubilar_a,22,Instagram  @marce_rubilar_a,@marce_rubilar_a
106,Francisco 🎩,FQuiroga90,1621767890,3976,"Hijo, hermano, tío= feliz💐
Trabajador Social 💜✨🌸
Director Ejecutivo IG @cumbresnuble
Mi IG @fcoquirogav 😄
te mereces lo que sueñas🌟",22,"Hijo  hermano  tío  feliz 
Trabajador Social  
Director Ejecutivo IG @cumbresnuble
Mi IG @fcoquirogav  
te mereces lo que sueñas ",@fcoquirogav
107,Misho* Cano*,mauroalcardenas,137441057,5791,En pareja feliz. Tierno y un poco loco INSTAGRAM: mishocano,22,En pareja feliz. Tierno y un poco loco INSTAGRAM  mishocano,@mishocano
108,Carlos Gardel,CaarlosVarg,229205245,880,"25. 📍🇨🇱 | Todo se resume a fútbol, fútbol, fútbol. IG: caarlosvarg",21,25.     Todo se resume a fútbol  fútbol  fútbol. IG  caarlosvarg,@caarlosvarg
109,Ale Muñoz Decotortas,DecoTortas,170772231,263,Artesana del azúcar! Instagram: @tortas_decotortas,21,Artesana del azúcar  Instagram  @tortas_decotortas,@tortas_decotortas
110,Anison AP,AnisonAP,1349680477,2456,"Facebook: https://www.facebook.com/AnisonAP
Instagram: https://instagram.com/anison_ap",21,"Facebook      www. book.com AnisonAP
Instagram      instagram.com anison_ap",@anison_ap
111,MariGomez,MariGomez533,1107846110159220736,439,Instagram: Mari.G.01,21,Instagram  Mari.G.01,@mari.g.01
112,Cynthia,Cynthiaandrea54,876312114142617600,232,"Chilena, virgo♍, fan de el invierno🌧🌩
Instagram: Cynthia_aandrea",21,"Chilena  virgo   fan de el invierno 
Instagram  Cynthia_aandrea",@cynthia_aandrea
113,REBELS CHILE 🌱,Rebels_Chile,829884102291632129,192,"DEANTRBL FANBASE CHILE ♥
[Updates]✨
[Proyectos]✨
️{ Instagram: rebels.chile - Youtube: REBELS CHILE - Facebook: Rebels Chile }
 Thx for follow 🎈",21,"DEANTRBL FANBASE CHILE  
 Updates  
 Proyectos  
   Instagram  rebels.chile   Youtube  REBELS CHILE   Facebook  Rebels Chile  
 Thx for follow  ",@rebels.chile
114,Mangle_Chan_Woods,ToyChica356,769267458305851392,458,"me gusta #FNAFHS y me gusta cantar,dibujar y ver EDD00CHAN.....ah y soy una Neko de Kokoro Nya :3
instagram: mangle_chan_woods",21,"me gusta  FNAFHS y me gusta cantar dibujar y ver EDD00CHAN.....ah y soy una Neko de Kokoro Nya  3
instagram  mangle_chan_woods",@mangle_chan_woods
115,romina,cualquiercositv,2712679195,350,"encuaderno, mi Instagram es @quehabilosa",21,encuaderno  mi Instagram es @quehabilosa,@quehabilosa
116,✧*;⋆✧,outdcv,2758874368,2302,crazy but idgaf ig: feenii._,21,crazy but idgaf ig  feenii._,@feenii._
117,L,leoyanezag,4895330879,665,🦷 📍 ñuñoa ig:_leoyanez,21,    ñuñoa ig _leoyanez,@_leoyanez
118,Lilian'Constanza,LiliMinionsBob,495673964,285,"♥ Sigueme Y Te Sigo
Instagram: lilian_constanza",21,"  Sigueme Y Te Sigo
Instagram  lilian_constanza",@lilian_constanza
119,yohnny✌️,PereiraYohnny,1560910921,345,"Papá de Paulo
 Instagram :yohnnypereira",21,"Papá de Paulo
 Instagram  yohnnypereira",@yohnnypereira
120,Israel Valladares,IsraelValladars,152133458,1635,"Instagram: IsraelValladars soy un gran aprendiz de mis sueños, Coyhaique - Viña del Mar",21,Instagram  IsraelValladars soy un gran aprendiz de mis sueños  Coyhaique   Viña del Mar,@israelvalladars
121,🌸アレクシア🌸⭐✨,MiyeryVTR,704739784107937794,285,"Artista 2D 🤙
Instagram: Miyery_VTR",21,"Artista 2D  
Instagram  Miyery_VTR",@miyery_vtr
122,Cinestro de Nerdix 🌚📼,soy_cinestro,80217014,584,Recomiendo películas en Nerdix y combato el crimen por las noches 🔥 👊🏻  Instagram: @moises_cinestro,21,Recomiendo películas en Nerdix y combato el crimen por las noches      Instagram  @moises_cinestro,@moises_cinestro
123,Chilean Football News (in English),chileanfutbolEN,1032039347376332800,208,"Chilean football in English; Interviews, results, national team, leagues, you name it! IG:@chileanfootballnews Editor: @francisfields LISTEN TO OUR PODCAST 👇",21,Chilean football in English  Interviews  results  national team  leagues  you name it  IG @chileanfootballnews Editor  @francisfields LISTEN TO OUR PODCAST  ,@chileanfootballnews
124,Esteban M.,EstebanMellag,388403722,381,"🦂

Pop culture is my anthem✨

Sí eres fachx y/o Macho pasa de largo. 

Ig: est.emg",21," 

Pop culture is my anthem 

Sí eres fachx y o Macho pasa de largo. 

Ig  est.emg",@est.emg
125,Kylie Chile,Kyliechile,240561723,616,Fan Club Oficial @kylieminogue en Chile instagram: @KylieMinogueChile Facebook: Kylie Minogue Chile,21,Fan Club Oficial @kylieminogue en Chile instagram  @KylieMinogueChile Facebook  Kylie Minogue Chile,@kylieminoguechile
126,Sita Jackie Ríos,Jackie_Rios_M,1280884068,208,"Capricorniana, 40 años, soltera, amante y gozadora de la vida, enemiga de la mentira, creo en mi corazón y en mi intuición #SoyDonante  

📸 INSTAGRAM jakitta2",21,"Capricorniana  40 años  soltera  amante y gozadora de la vida  enemiga de la mentira  creo en mi corazón y en mi intuición  SoyDonante  

  INSTAGRAM jakitta2",@jakitta2
127,Edwin Hormazábal Huechumpán,sredwin,117861738,152,vamos siempre por mas..!!! Instagram  edwin_hormazabal,21,vamos siempre por mas..    Instagram  edwin_hormazabal,@edwin_hormazabal
128,Sergio Cuevas,Gegioh,96594333,165,Instagram: sergio_cuevasv,21,Instagram  sergio_cuevasv,@sergio_cuevasv
129,Andre 🤘🏻,andreaonate,68657014,301,#yoapruebo #nomasafp Sangre Azul💙❤️💙🦉🤘🏻 // zurda //cat&doglover //Mama de 🚶🏻‍♂️🐈🕊🐶🐕// Instagram @andreblue,21, yoapruebo  nomasafp Sangre Azul     zurda   cat doglover   Mama de     Instagram @andreblue,@andreblue
130,Santiago C.,holastgo,3766579343,173,Instagram : @holastgo,20,Instagram   @holastgo,@holastgo
131,Yes&ca_Isa *-*,PcYesica,366110991,285,"Sigueme y te sigo 3, Temuco,18 años *_*..... Sigueme y te sigo en en instagram yessikaisabel",20,Sigueme y te sigo 3  Temuco 18 años  _ ..... Sigueme y te sigo en en instagram yessikaisabel,@yessikaisabel
132,Ignacio Arias,nachoariass_,914591446782681088,124,"Estudiante Trabajo Social UBB. Universidad Catolica⚽😍

Instagram; nachoariass_",20,"Estudiante Trabajo Social UBB. Universidad Catolica 

Instagram  nachoariass_",@nachoariass_
133,Shengli Complex ®,ShengliComplex,260315288,2254,"Especialista en la venta de ropas, zapatos, computadores, cámaras, celulares. Instagram, shenglicomplex@gmail.com 👔🧥👙👠👡💎👒👑💄🛹🛴",20,Especialista en la venta de ropas  zapatos  computadores  cámaras  celulares. Instagram  shenglicomplex@gmail.com  ,shenglicomplex@gmail.com
134,Claudio Ortiz  🅧🅧🅧,iamclaudioortiz,1090381447435862026,132,"(18+🅞🅝🅛🅨)
🎦ᴀᴍᴀᴛᴇᴜʀ ᴍᴏᴅᴇʟ ɪɴ ᴘᴏʀɴʜᴜʙ🎬🔥 🔥 🔥
ᴍʏ ʟɪғᴇ ɪɴ ᴀᴄᴛɪᴏɴ
IG: @iam.taio

Twitter: @iamclaudioortiz",20," 18   
 ᴀᴍᴀᴛᴇᴜʀ ᴍᴏᴅᴇʟ ɪɴ ᴘᴏʀɴʜᴜʙ     
ᴍʏ ʟɪғᴇ ɪɴ ᴀᴄᴛɪᴏɴ
IG  @iam.taio

Twitter  @iamclaudioortiz",@iam.taio
135,Luis🏃Run,luisespinozamir,2545576259,514,"🏃 5k/23' 10k/48'  21k/1h24' 🙆Ser Constante, esa es la Clave🙆 SoyWanderers    📷 Instagram: luisespinozamir",20,  5k 23  10k 48   21k 1h24   Ser Constante  esa es la Clave  SoyWanderers      Instagram  luisespinozamir,@luisespinozamir
136,Millaray,Sweet_blue10,807351587349872642,408,"Directioner❤5SOSFAM❤
Instagram:@cacahuat3_",20,"Directioner 5SOSFAM 
Instagram @cacahuat3_",@cacahuat3_
137,Carolina Valenzuela,karitovalen,90249451,216,"Estudiante de Fotografía, visita mi IG http://Instagram.com/carolina.valenzuela.s",20,Estudiante de Fotografía  visita mi IG     Instagram.com carolina.valenzuela.s,@carolina.valenzuela.s
138,fernanda elizabeth,fernandaeliza27,482591088,255,ALEGRIA... PAZ...AMOR ✌🏼️❤️                                 instagram➡️negritaa_5,20,ALEGRIA... PAZ...AMOR                                   instagram negritaa_5,@negritaa_5
139,Polette Vega,PoletteVega_DAU,99724875,8075,"Cristiana, chilena, fundadora de @dauchile, licenciada en TS @uchile y pesadilla de la ultraizquierda. Sígueme en instagram como: @polettevega_dau 👈👈",20,Cristiana  chilena  fundadora de @dauchile  licenciada en TS @uchile y pesadilla de la ultraizquierda. Sígueme en instagram como  @polettevega_dau  ,@polettevega_dau
140,Bunny Monster~💚💚,la_morida,1061436238929059840,415,"He/ They 💛🤍💜🖤
🇨🇱 instagram: B.aby.M.onster / oc's femboys lol",20,"He  They  
  instagram  B.aby.M.onster   oc s femboys lol",@b.aby.m.onster
141,carla,carlamaldonnado,67803444,521,•Snapchat: C-maldo                                             •Instagram: carlamaldonnado                                  •💃🏻🏊🏼‍♀️🎭📝,20, Snapchat  C maldo                                              Instagram  carlamaldonnado                                    ,@carlamaldonnado
142,Pau,Pa_pau,164846078,108,viva UK • Instagram • loveandcraft_ •,20,viva UK   Instagram   loveandcraft_  ,@loveandcraft_
143,Maria Daniela Burgos,MariDaniBurgos,234813920,386,Lcda. En Diseño Gráfico 🎈Instagram: @maridanibb y @nelamakeup_ Venezolana 🇻🇪,20,Lcda. En Diseño Gráfico  Instagram  @maridanibb y @nelamakeup_ Venezolana  ,@maridanibb
144,MaTT Con M do MACACO,SrM4TT,4895948643,120,Ig: MaTTbrrrr,20,Ig  MaTTbrrrr,@mattbrrrr
145,Joseline Calderón #YoApruebo,josyclip,196157562,413,"Periodista. Emprendimientos, cultura y turismo en el Valle de Colchagua por @encolchagua_cl en instagram.",20,Periodista. Emprendimientos  cultura y turismo en el Valle de Colchagua por @encolchagua_cl en instagram.,@encolchagua_cl
146,Tomás⚡,Tomasdk98,2882136236,496,Instagram: Tomas.peralta98//Snap: Tomasdk98//#LPDF//Club Atlético Tucuman ❤,20,Instagram  Tomas.peralta98  Snap  Tomasdk98   LPDF  Club Atlético Tucuman  ,@tomas.peralta98
147,Eduardo Bustamante,Eduardo_B12,3312842273,195,"Estudié Literatura. Dibujo y escribo. Colaboro en Liberoamérica, @Japonistas, @Masticadores y otros sitios.
Mi cuenta de dibujos en ig: @ e.bustamante_dibujos",20,"Estudié Literatura. Dibujo y escribo. Colaboro en Liberoamérica  @Japonistas  @Masticadores y otros sitios.
Mi cuenta de dibujos en ig  @ e.bustamante_dibujos",@e.bustamante_dibujos
148,Henry Bracho,hlbv1079,311552508,197,Contador Público - Abogado / Amo a mi país Venezuela 🇻🇪 Instagram @hlbv1079,20,Contador Público   Abogado   Amo a mi país Venezuela   Instagram @hlbv1079,@hlbv1079
149,Gonzalo Bravo Pasten,Gonzalobp1980,312319529,375,"AzUl de 💙, Matador Salas único D110S, trabajador de espectáculos artísticos, sin colores politicos, sin religión,   #apg
@gonzalobravopasten instagram",20,"AzUl de    Matador Salas único D110S  trabajador de espectáculos artísticos  sin colores politicos  sin religión     apg
@gonzalobravopasten instagram",@gonzalobravopasten
150,☆£ℓ ¢αρσ☆™,thesenfler,105611519,1318,(#Instagram)-senfleur1989 (#Facebook)-Jonathan senfleur (#Whatsapp)-849-752-5096,20,  Instagram  senfleur1989   Facebook  Jonathan senfleur   Whatsapp  849 752 5096,@senfleur1989
151,Enrique,enripl789,738769607780106240,153,"⚽⚡Jugador de Fútbol ⚽⚡
✝Viviendo en Chile✝
#⃣ Instagram: turbom7#⃣",20," Jugador de Fútbol  
 Viviendo en Chile 
 ⃣ Instagram  turbom7 ⃣",@turbom7
152,GisellePeroni,Gisellefasciani,111510010,1029,Instagram : GisellePeroni ❤️,19,Instagram   GisellePeroni  ,@giselleperoni
153,Matías Loyola,matiloyola1,2904248621,146,| instagram: matiloyola |,19,  instagram  matiloyola  ,@matiloyola
154,fry dom,shadownx,2942192530,146,"Mi Instagram: @anakin._0
Mi YT: Augamin 10K Subs 🥳

Editor.",19,"Mi Instagram  @anakin._0
Mi YT  Augamin 10K Subs  

Editor.",@anakin._0
155,Pay  S Peñafiel,Pay_cita,44057198,309,||Mamá de José Luis🐣|| Cruzada de Corazon||Tia chocha x2 🐭☀️|| búscame en IG como @paltas.concepcion,19,  Mamá de José Luis    Cruzada de Corazon  Tia chocha x2     búscame en IG como @paltas.concepcion,@paltas.concepcion
156,⭕La Nena De Rich⭕,kotecita2015,2799106821,483,"ig: @shipper_2.0cn_co

★La Nena De Rich .  ★  *LANE DE RICHARD  CAMACHO* ✊🏿✊🏾✊🏽✊🏼✊🏻 volver a vivir nos queda ahora",19,"ig  @shipper_2.0cn_co

 La Nena De Rich .      LANE DE RICHARD  CAMACHO    volver a vivir nos queda ahora",@shipper_2.0cn_co
157,juan jose,Juanjotuitero,368021597,1269,Conductor de irreverentes podcast 👻 Snapchat: juanjopino24 📷 instagram: juanjopino24 👇👍 Síganme y los sigo ✌️ Paso entre San Vicente - Viña Periodismo UVM,19,Conductor de irreverentes podcast   Snapchat  juanjopino24   instagram  juanjopino24   Síganme y los sigo   Paso entre San Vicente   Viña Periodismo UVM,@juanjopino24
158,Nicole Douglas Venandy,ndouglas,13041552,1029,ex Candidata a Concejal por Vitacura. Sígueme en Instagram @nicole_douglas_v,19,ex Candidata a Concejal por Vitacura. Sígueme en Instagram @nicole_douglas_v,@nicole_douglas_v
159,María José,cotebo23,325287959,236,👩🏻‍🍳👩🏻‍🏫👠⚓️📚💜🚗insta: @cote_baol,19, insta  @cote_baol,@cote_baol
160,BM,Baabi_Mars,340622835,988,snapchat babi.mars || IG  babi.mena  ||,19,snapchat babi.mars    IG  babi.mena    ,@babi.mena
161,Christopher Fernandez.,soychrisfer,220067783,465,Observa más allá de donde todos acostumbran a ver. 🇻🇪. 📸ig: christfernandez1,19,Observa más allá de donde todos acostumbran a ver.  .  ig  christfernandez1,@christfernandez1
162,Maira :3❤,parada_maira,825640140,386,"Yo no me aleje, tu me obligaste a irme:c 
❤RS/JT/breezyy❤insta: _zxx_xzz_


#Chilena
Colo⭐Colo",19,"Yo no me aleje  tu me obligaste a irme c 
 RS JT breezyy insta  _zxx_xzz_


 Chilena
Colo Colo",@_zxx_xzz_
163,Francisco Valdivieso,FJVM,51194908,243,"Soy Músico compositor, Guitarrista y Bajista en diferentes proyectos (Instagram Fjvm74)",19,Soy Músico compositor  Guitarrista y Bajista en diferentes proyectos  Instagram Fjvm74 ,@fjvm74
164,Iago19,IagoenHD,791140710,331,"Intento de jurista y músico. Derecho USC. // Instagram: iaguito19 //
Campeón de saque de banda del campus de fútbol.",19,"Intento de jurista y músico. Derecho USC.    Instagram  iaguito19   
Campeón de saque de banda del campus de fútbol.",@iaguito19
165,Sofi fernandez,SOFI1249,333099434,259,"Instagram: 
 @alonemodeon",19,"Instagram  
 @alonemodeon",@alonemodeon
166,Nicolás Larach,nico_larach,341814824,327,Instagram: nico_larach - Disfrutando la vida - Deportista - Dj Ene!,19,Instagram  nico_larach   Disfrutando la vida   Deportista   Dj Ene ,@nico_larach
167,Sebastián Toro ,sebatoro,65701766,631,"oriundo de Peumo y actualmente en Santiago, estudiante de Ingenieria! amante de la musica y fanatico de la U..!!!! insta: @sebatoroo",19,oriundo de Peumo y actualmente en Santiago  estudiante de Ingenieria  amante de la musica y fanatico de la U..     insta  @sebatoroo,@sebatoroo
168,Raúl Alejandro,radiazza,53441347,2630,"Agradecido de Dios y la Vida ;)
#Patriota 🇨🇱
Instagram: diazzamoraraul",19,"Agradecido de Dios y la Vida   
 Patriota  
Instagram  diazzamoraraul",@diazzamoraraul
169,TIOCHE,tiochefilms,118391676,924,Realizador y Productor Audiovisual videographer -photographer action and outdoor sport -travel -fashion - instagram @tioche @tiochefilms,19,Realizador y Productor Audiovisual videographer  photographer action and outdoor sport  travel  fashion   instagram @tioche @tiochefilms,@tioche
170,Maida,_Radioactive_,2788460757,294,"❤

ig: mruz._",19," 

ig  mruz._",@mruz._
171,Cybortik,Cybortik,947304641158635520,187,you can still follow me on = instagram,19,you can still follow me on   instagram,NaN
172,Angélica..,Noe_NaOH,137119386,294,Ig: @no.angelica,19,Ig  @no.angelica,@no.angelica
173,Instameet Chile,Instameet_Chile,3449567236,297,"Instameet Chile es la instancia donde los usuarios de Instagram nacionales nos tomamos los espacios públicos. Convocamos y promovemos ocio, arte y cultura.",19,Instameet Chile es la instancia donde los usuarios de Instagram nacionales nos tomamos los espacios públicos. Convocamos y promovemos ocio  arte y cultura.,@nacionales
174,Felipe Muñoz,felipemunnoz,133079420,716,I love Yorky Instagram/felipemunnoz,19,I love Yorky Instagram felipemunnoz,@felipemunnoz
175,Loreto Miranda,jengibrechile,51655487,245,"Diseñadora y dueña de - Jengibre - Candelaria Goyenechea 3820, Local 77. Vitacura. instagram @jengibrechile",19,Diseñadora y dueña de   Jengibre   Candelaria Goyenechea 3820  Local 77. Vitacura. instagram @jengibrechile,@jengibrechile
176,Rage 🇨🇱🔞,Rage_Screamer,170842274,101,"Sigo artistas y weas cochinas porque me dan vida.
Artista frustrado, tratando de ser relevante. 
Weonlaweactm.
(Soy mas activo en instagram)",19,"Sigo artistas y weas cochinas porque me dan vida.
Artista frustrado  tratando de ser relevante. 
Weonlaweactm.
 Soy mas activo en instagram ",@activo
