Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Theme
Twitter,https://twitter.com/susybermudezc/statuses/1499810664864530437,susybermudezc,3/4/2022 1:15 pm,Hoy en la #Comisión de Asuntos Electorales recibimos la propuesta que hice a nombre de los mis compañeras y compañeros @DiputadosPANGto sobre integrar la figura de la diputada o diputado migrante. https://t.co/2jJcohUj7N,Message,Photo,399,8,"Guanajuato, Guanajuato, Mexico",Migración
Twitter,https://twitter.com/ARCADIASALINAS/statuses/1499808514277097479,ARCADIASALINAS,3/4/2022 1:06 pm,"💪🏼💜@AriadnaUA ha trabajado en proyectos vinculados a los derechos humanos de las mujeres en general y de indígenas y migrantes en lo particular.
Conoce a Ariadna y a ➕ mujeres que trabajan 🆚️ las desigualdades  #CadenaFeministaMx #NosotrasSoloSumamos #HacerVisibleLoInvisible https://t.co/dNuS6tKEP1",Message,Photo,1073,6,"Cuautla Morelos, Morelos, Mexico","Género, Migración"
Twitter,https://twitter.com/ARCADIASALINAS/statuses/1499807639714385924,ARCADIASALINAS,3/4/2022 1:03 pm,"💪🏼💜@AriadnaUA ha trabajado en proyectos vinculados a los derechos humanos de las mujeres en general y de indígenas y migrantes en lo particular.
Conoce a Ariadna y a ➕ mujeres que trabajan 🆚️ las desigualdades  #CadenaFeministaMx #NosotrasSoloSumamos #HacerVisibleLoInvisible https://t.co/f2mZjS8dWy",Message,Photo,1073,16,"Cuautla Morelos, Morelos, Mexico","Género, Migración"
Twitter,https://twitter.com/ARCADIASALINAS/statuses/1499806789386264576,ARCADIASALINAS,3/4/2022 12:59 pm,"💪🏼💜@AriadnaUA ha trabajado en proyectos vinculados a los derechos humanos de las mujeres en general y de indígenas y migrantes en lo particular.
Conoce a Ariadna y a ➕ mujeres que trabajan 🆚️ las desigualdades  #CadenaFeministaMx #NosotrasSoloSumamos #HacerVisibleLoInvisible https://t.co/Eoxaa2NHwc",Message,Photo,1073,17,"Cuautla Morelos, Morelos, Mexico","Género, Migración"
Twitter,https://twitter.com/yincedsa/statuses/1499806363467362319,yincedsa,3/4/2022 12:57 pm,"Total. Es un pobre resentido que ya está acabado y se cuelga de la fama de @JBALVIN https://t.co/JNjRYgdn4f | QT: Tiene que estar muy necesitado y jodido @Residente para haberle dedicado una producción, que es muy mala, donde el odio, el mal gusto y la envidia por @JBALVIN son los protagonistas. Residente fue buen artista, hoy es repetitivo y decadente, J. Balvin esta en la cima y es inmenso",Message,Link,847,2,"New York, New York, United States",Backlash
Twitter,https://twitter.com/JagMx/statuses/1499806029038632960,JagMx,3/4/2022 12:56 pm,"bereaguilarv @EVerastegui Al no tener argumentos, el único recurso que le queda es el insulto, está y estará resentido y lleno de odio y frustración. Su pena; vivir con él mismo.",Mention,Text Only,370,1,"Merida, Yucatán, Mexico",Backlash
Twitter,https://twitter.com/enriaguila74/statuses/1499805813287927810,enriaguila74,3/4/2022 12:55 pm,"fildeferiste @leseguilospasos @SOYCarlosMota Clasista es decir la verdad??
Pará su consta pitera d ela cancelación, le preguntan a los que no usan aeropuertos",Mention,Text Only,700,1,"Cuauhtemoc, Mexico City, Mexico",
Twitter,https://twitter.com/aguirrus/statuses/1499798894498263048,aguirrus,3/4/2022 12:28 pm,"El beef es vida siempre, pero no hay que olvidar que René se vendió merch de los 43 de Ayotzinapa y que José es racista de closet.",Message,Text Only,123,0,"Guadalajara, Jalisco, Mexico",
Twitter,https://twitter.com/arredondov278/statuses/1499797060031336451,arredondov278,3/4/2022 12:20 pm,"VioIettiTahti Nel se perdieron el apoyo con tamales por su racismo 😌 los de salsa roja dan energía, se sabe",Mention,Text Only,641,1,"Morelia, Michoacán, Mexico",
Twitter,https://twitter.com/testigocreacion/statuses/1499795338600882184,testigocreacion,3/4/2022 12:14 pm,"avieu Ósea la casa de Houston de los López Beltrán, hijo de López Obrador, es ejemplo y resultado de la oligarquía que supuestamente  no quiere y YSQ describe 🙊: Poder, privilegios y corrupción de unos cuantos de su clase social 😡

#JoseRamonLopezBeltran12
🏦

Houston 🚀 # Houston 🚀 https://t.co/pkhEKDSO0R",Mention,Photo,4014,112,"Miguel Hidalgo, Mexico City, Mexico",
Twitter,https://twitter.com/EjesusSD/statuses/1499791638817751041,EjesusSD,3/4/2022 11:59 am,"No es el indio, es la flecha.",Message,Text Only,496,0,"Paradise, Nevada, United States",Origen cultural
Twitter,https://twitter.com/ppatososa/statuses/1499791466142568450,ppatososa,3/4/2022 11:58 am,"✅1ra Parada asistencia al Foro Temático para la Formulación del Plan de Desarrollo de Toluca.
Temas abordados:
*Movilidad con Perspectiva de Género 🚌🚕💜
*Desarrollo Humano Incluyente, sin Discriminación y Libre de Violencia💜♀️♂️
*Inclusión y Diversidad Sexual 
 #Activistas https://t.co/ZhYqtlj8GF",Message,Photo,100,0,"Toluca, México, Mexico",
Twitter,https://twitter.com/parfrin/statuses/1499789725581905924,parfrin,3/4/2022 11:51 am,"ATodaFranja Que pena no nos tocó América, para vengar al indio...😁",Mention,Text Only,35,0,"Michigan, United States",Origen cultural
Twitter,https://twitter.com/AngelLealLawyer/statuses/1499789680862183434,AngelLealLawyer,3/4/2022 11:51 am,La Embajada de Estados Unidos en La Habana se prepara para una reanudación limitada de los servicios de visado para inmigrantes. Más información en el aviso oficial de la Embajada: https://t.co/XIbI7A5bGn https://t.co/UsMzjyrgdN,Message,Photo,22089,0,"Sweetwater, Florida, United States",Migración
Twitter,https://twitter.com/bryannavarroval/statuses/1499787534871805957,bryannavarroval,3/4/2022 11:43 am,"Tiene razón cuando dice de racista con el tema de Balvin pero creo que ya es demasiada la obsesión que tiene Residente con el, no hay cosa que no haga sin tirarle, le funciona por mercadeo pero ya cansa, demasiado innecesario fue",Message,Text Only,223,4,Costa Rica,
Twitter,https://twitter.com/_FerLeonMex/statuses/1499786263511117824,_FerLeonMex,3/4/2022 11:38 am,"No señores de #Ucrania, no se equivoquen, el humanista, el pacifista, el miserable resentido no les enviará armas, él envía ""abrazos y no balazos"", pero solo a sus narcotraficantes patrones, y ante una #Masacre él dice, ""si no hay cuerpos no sucedió""...
#LopezPerroDelNarco https://t.co/60YoAw4g9f",Message,Photo,70,2,"Monterrey, Nuevo León, Mexico",Backlash
Twitter,https://twitter.com/Mosca__Muerta/statuses/1499785791895130115,Mosca__Muerta,3/4/2022 11:36 am,Grillo_0 Uno no sabe que es racista y el otro no sabe que es homofóbico y machista 🤦🏽‍♂️,Mention,Text Only,618,83,"Cuernavaca, Morelos, Mexico",Sexodiversidad
Twitter,https://twitter.com/ValjeanJean69/statuses/1499785759066406915,ValjeanJean69,3/4/2022 11:36 am,"Exacto, reflejo de la hiperinflación en EU, junto con otros problemas políticos, racismo; ahora la invasión de Ucrania les sirve de distractor 😱😱😱☠️☠️ https://t.co/rtWDUCwqDQ | QT: Ayer 🥲 la gasolina estaba a $3.99 por galón. Hoy amaneció a $4.19. Por la tarde cuando salí de trabajar, me llevé la sorpresa de que la habían cambiado a $4.29. En menos de 24 horas nos metieron un aumento de 30 centavos. Son unos rateros descarados. Estoy lo que sigue de harta. https://t.co/Zl0x4WeXB5",Message,Link,173,2,"Morelia, Michoacán, Mexico",
Twitter,https://twitter.com/rtoortiz/statuses/1499784551173869572,rtoortiz,3/4/2022 11:31 am,"Esto no debe seguir sucediendo; mucho menos en una ""Ciudad de Derechos"".
Debería existir una capacitación y concientización permanente en materia de #DDHH, #Discapacidad e #Inclusión, además de otras acciones que prevengan y erradiquen la discriminación https://t.co/3ViZoJYakh | QT: Respecto a los hechos ocurridos en la estación San Lázaro poniente de linea 4, donde un elemento de seguridad comete presuntos actos de abuso contra un grupo de personas con discapacidad.

Informamos lo siguiente: https://t.co/5EJ22vumAY",Message,Link,643,0,"Pachuca de Soto, Hidalgo, Mexico",
Twitter,https://twitter.com/carlos_penate/statuses/1499782064626884608,carlos_penate,3/4/2022 11:21 am,"Esto es lo que defienden los que exigen pronunciamiento por parte del gobierno por el conflicto Rusia Ucrania.
Cerdos racistas. https://t.co/BarbuDShdz",Message,Video,501,1,,
Twitter,https://twitter.com/itzelvalenzuela/statuses/1499781783600123906,itzelvalenzuela,3/4/2022 11:20 am,"Escuchando las noticias claman todo lo que dejan ucranianos refugiados atrás: mascotas, familia, sus casas, su vida.
¿No es claramente lo que dejan TODOS los migrantes cuando dejan su tierra?
Pinche colorímetro, neta.",Message,Text Only,383,22,"Guadalajara, Jalisco, Mexico",Migración
Instagram,https://www.instagram.com/p/CasBZQpNKCi/,,3/4/2022 11:00 am,"El portavoz de la #ONU llamó a ""todos los Gobiernos de la región a tomar medidas contra cualquier manifestación de #racismo y #xenofobia"" en #Ucrania. ""Es vital que garanticen que todas las personas, sin importar su etnia, religión o cultura, reciban el mismo trato y protección""

Toda la info en www.podermigrante.es
(Enlace directo en la bio)

SIGUE LA ACTUALIDAD en #PoderMigrante",Message,Photo,0,128,,Migración
Twitter,https://twitter.com/gilalvarezc/statuses/1499773896400293892,gilalvarezc,3/4/2022 10:48 am,"Solicitamos se inicie una queja x violacion de derechos humanos  y discriminación. ¿porqué la sociedad no se da cuenta de la invisibilidad de las PCD? Será porque no cerramos calles?  @COPRED_CDMX @nacholozano @NashieliRamirez @YoTambien @AGUS_MARTE @movimientoPcD @hdemauleon https://t.co/kAjMMMVf86 | QT: 1. Denunciamos violencia institucional de parte de @SSC_CDMX hacia dos personas SORDAS 

2. Nos dan número de teléfono para comunicarnos, eso también es violencia institucional.

Así de grave es la situación del acceso a la justicia para personas Sordas 

@hzamarron https://t.co/YgFxoUZZI7",Message,Link,381,1,"Monterrey, Nuevo León, Mexico",
Twitter,https://twitter.com/_Tribal_Chief/statuses/1499769949262389251,_Tribal_Chief,3/4/2022 10:33 am,"Solo mate es Residente. Habla de racismo cuando tiene una canción llamada Japón super racista, y acusa a Balvin de vender atraves de la salud mental cuando él hizo lo mismo con el video de René. 
Coherencia please.",Message,Text Only,58,2,Nicaragua,
Twitter,https://twitter.com/Alex_Orue/statuses/1499767283954167812,Alex_Orue,3/4/2022 10:22 am,"A partir de hoy el Registro Civil de Yucatán del @GobYucatan tiene la obligación de atender sin discriminación a parejas del mismo género que quieran casarse. 🏳️‍🌈 https://t.co/gOye5li6TJ | QT: Hoy entro en efecto el decreto 475/2022 por el que se modifica el código de familia para Yucatán y la ley del registro civil. Desde hoy el #MatrimonioIgualitario sera accesible sin amparo para todas las personas en Yucatán. 

#YaEsHoraYucatán 🇲🇽⚖️🏳️‍🌈
👨‍👧‍👦👨‍👨‍👦👨‍👩‍👧‍👦👩‍👩‍👦‍👦👩‍👧#TodasSonFamilias https://t.co/7AMLoJZy88",Message,Link,40479,51,"Merida, Yucatán, Mexico",
Twitter,https://twitter.com/Zidgor/statuses/1499765672091557901,Zidgor,3/4/2022 10:16 am,moevazquez Deje de ser clasista. Lo que ellos hagan con su apoyo es su bisne.,Mention,Text Only,464,1,"Coyoacan, Mexico City, Mexico",
Twitter,https://twitter.com/IteschamOficial/statuses/1499765568735428611,IteschamOficial,3/4/2022 10:15 am,"En cumplimiento a la Política de Igualdad Laboral y No discriminación NMX-R-025-CSFI-2015 Armonizada con lo que establecido en el Art. 1º Fracc. 3 de la Ley Federal para Prevenir y Eliminar la Discriminación (LFPEO), en el #Itescham contamos con un código de ética y de conducta. https://t.co/Yb8q10OQLB",Message,Photo,69,2,,
Twitter,https://twitter.com/cvbrxrv/statuses/1499762912415600642,cvbrxrv,3/4/2022 10:05 am,"Antro antro, racismo cadenero.",Message,Text Only,2122,1,Guatemala,
Twitter,https://twitter.com/YairPatino/statuses/1499762647796957197,YairPatino,3/4/2022 10:04 am,"¡Recordar es volver a vivir!
Hace 2 años era mi primer día en el Instituto Nacional de Migración.

Siempre trabajaré por mi país, por mis vecinos; del lado de la honestidad, la lealtad, el patriotismo, dedicación, esfuerzo, preparación y amor.

¿Que tal me veía con uniforme? https://t.co/LFitZD4G6A",Message,Photo,2323,7,"Magdalena Contreras, Mexico City, Mexico",
Twitter,https://twitter.com/elmakarion/statuses/1499762180853403659,elmakarion,3/4/2022 10:02 am,"La Injusticia, racismo, xenofobia, violencia e impunidades  están arrastrando a la autoridad de consejos en la ONU? Las cuadraturas del Derecho y los sesgos de Cúpulas sin honor llevaran a conflagraciones, endenantes entramos a Políticas de Guerra y de atropellos internacionales?",Message,Text Only,549,0,"Miguel Aleman (La Doce), Sonora, Mexico","Perfilamiento racial, Migración"
Twitter,https://twitter.com/ZmeuSeol/statuses/1499761096504365069,ZmeuSeol,3/4/2022 9:58 am,"Siempre lo hemos estado 
Solo las madres sostenemos a otras madres 

No solo han sido las escuelas de tiempo completo, también las guarderías, el seguro popular, los comedores comunitarios, la violencia vicaría , las políticas de discriminación a las infancias por pandemia https://t.co/2ppBkRsNxJ | QT: @karlalamerica @derechoinfancia @Mexicanos1o + parece ser que las maternidades están fuera de todas las agendas.

Y pues en lo personal me da mucha impotencia dejar este asunto que la voz social haga suficiente ruido, porque parece que esto no es suficiente para hacerlo una de las principales demandas este año",Message,Link,479,1,"La Providencia Siglo XXI, Hidalgo, Mexico",
Twitter,https://twitter.com/arquinancho/statuses/1499750788616404995,arquinancho,3/4/2022 9:17 am,vasengard Por el mismo contexto diferenciado en cada continente. Desde que por ser más desarrollados pueden financiar más guerras hasta que la geografía creo por milenios poblaciones muy heterogéneas que ayuda a que pro racismo se odien unos a otros. En verdad es muy difícil comparar.,Mention,Text Only,49086,0,"Washington, Washington, D.C., United States",
Twitter,https://twitter.com/kwekuatsum/statuses/1499749022009073669,kwekuatsum,3/4/2022 9:10 am,"ANADEREGALADO @diaz_manuel Lilly y Maria Elena discriminan y son bastante clasistas.
La única es Xochitl",Mention,Text Only,802,4,"Cuernavaca, Morelos, Mexico",
Twitter,https://twitter.com/_FerLeonMex/statuses/1499746377538183171,_FerLeonMex,3/4/2022 8:59 am,"LulaBarba @azucenau @sarapablo1 El miserable resentido no ve ni habla de personas, ni de gente, ni de ciudadanos, para él es el pueblo bueno y sabio, y cuando invisibilizas el concepto de ciudadanía ya sabes lo que pasa.",Mention,Text Only,70,5,"Monterrey, Nuevo León, Mexico",Backlash
Twitter,https://twitter.com/sussy44/statuses/1499743471686627330,sussy44,3/4/2022 8:48 am,"Esos que se creen comunistas/Socialistas diciendo que es fake news lo de la planta nuclear en Ucrania.
Lees un poco su TL .. che gente acomplejada y traumada",Message,Text Only,11750,18,"Doral, Florida, United States",
Twitter,https://twitter.com/Res_Boulevares/statuses/1499738990005600260,Res_Boulevares,3/4/2022 8:30 am,"ChrisLandauUSA Wow, usted también es de familia migrante. ¡Felicidades a su papá hasta donde se encuentre…! 👏🏼👏🏼👏🏼",Mention,Text Only,4113,5,"Naucalpan de Juarez, México, Mexico",Migración
Twitter,https://twitter.com/CindyEspina/statuses/1499736623357046791,CindyEspina,3/4/2022 8:20 am,"La Europa que pide oraciones y paz por Ucrania, es está misma que agarra a palos a refugiados y migrantes de otros continentes que no son blancos. 

Definitivamente ejemplo de paz tampoco son 👇🏼 https://t.co/tdSBBSAiyX | QT: 📺 Estas dos últimas jornadas en #Melilla con los dos saltos a la valla nos están dejando imágenes cómo estas. @rtvenoticias https://t.co/baATJZA8zt",Message,Link,3533,23,Guatemala,Migración
Twitter,https://twitter.com/LicTatianacano/statuses/1499736560509485059,LicTatianacano,3/4/2022 8:20 am,"Es un tipo corriente que quiere llegar a la fama a costa de burla, resentido y frustrado que aún no sale de closet. https://t.co/TJsc1xuUTI | QT: #NoEsChiste burlarse de la raza, el estrato social y las preferencias sexuales de alguien como lo hace Alejandro Riaño a través de su personaje Juanpis. Eso se llama discriminación, racismo y hostigamiento. Eso es cruel y doloroso.",Message,Link,2377,5,Mexico,Backlash
Instagram,https://www.instagram.com/p/CaruSLRM7aD/,,3/4/2022 8:13 am,"We are all human ♥

Cuando más humanidad necesitamos, aparece el racismo de esta forma tan cruel y malvada.

En los medios, en las fronteras y en la calle. Personas de origen africano y asiático esperando horas y horas para poder refugiarse, negándoles el derecho a pasar.

Como si ser blanco, rubio y con ojos azules significara ser superior, merecer más. ¿Qué es esto?

Tener distintos tonos de piel no nos hace sentir diferente. Tenemos hambre, sueño y miedo de la misma forma y tenemos, o deberíamos tener, los mismos derechos. 

#weareallhuman #stopracism #stopwar #stopwarinukraine #racismo 

🇺🇦💔

Photo inspo: annebarlinckhoff",Message,Photo,0,206,,
